forecast_month,region,product_id,product,predicted_revenue,predicted_profit,growth_percent,confidence,lower_bound,upper_bound,forecast_reason
2027-05,North,P001,CloudSync Pro,65741.69,42732.1,9.7,93,59167.52,72315.86,Holiday budget allocation expected to boost sales
2027-05,North,P002,DataVault Enterprise,137040.0,84964.8,12.2,75,123336.0,150744.0,Marketing campaigns scheduled for Q4 2026
2027-05,North,P003,NetShield Plus,44314.15,31019.9,4.2,87,39882.74,48745.57,Supplier delay resolved -- full inventory restored
2027-05,North,P004,AnalyticsEdge,79698.91,47819.35,8.5,75,71729.02,87668.8,Expected recovery following May 2026 stockout resolution
2027-05,North,P005,ConnectBridge,53292.92,36239.19,12.0,77,47963.63,58622.21,Enterprise contract renewals projected in Q3
2027-05,North,P006,StorageMax HDD,178326.75,80247.04,9.1,77,160494.08,196159.43,Enterprise contract renewals projected in Q3
2027-05,North,P007,ServerLink X1,291851.75,116740.7,5.9,89,262666.58,321036.93,Holiday budget allocation expected to boost sales
2027-05,North,P008,CyberAudit Suite,106035.64,76345.66,12.9,88,95432.08,116639.2,Back-to-school and IT procurement cycle
2027-05,North,P009,WorkflowPro,43437.46,29103.1,9.8,91,39093.71,47781.21,Holiday budget allocation expected to boost sales
2027-05,North,P010,InsightDash,71887.47,45289.11,5.8,73,64698.72,79076.22,Conservative estimate pending East region recovery
2027-05,North,P011,APIGateway Pro,58069.64,40068.05,9.8,75,52262.68,63876.6,Back-to-school and IT procurement cycle
2027-05,North,P012,BackupCloud Ultra,34597.93,24564.53,11.9,94,31138.14,38057.72,Expected recovery following May 2026 stockout resolution
2027-05,South,P001,CloudSync Pro,64253.18,41764.57,6.7,72,57827.86,70678.5,YoY growth trajectory maintained from 2025 H2
2027-05,South,P002,DataVault Enterprise,110727.55,68651.08,14.1,86,99654.79,121800.31,Enterprise contract renewals projected in Q3
2027-05,South,P003,NetShield Plus,40337.68,28236.38,10.2,90,36303.91,44371.45,Enterprise contract renewals projected in Q3
2027-05,South,P004,AnalyticsEdge,92249.4,55349.64,2.6,85,83024.46,101474.34,Holiday budget allocation expected to boost sales
2027-05,South,P005,ConnectBridge,57051.86,38795.26,10.9,93,51346.67,62757.05,YoY growth trajectory maintained from 2025 H2
2027-05,South,P006,StorageMax HDD,198142.36,89164.06,9.2,73,178328.12,217956.6,Optimistic estimate based on South expansion momentum
2027-05,South,P007,ServerLink X1,307944.69,123177.88,8.8,72,277150.22,338739.16,Enterprise contract renewals projected in Q3
2027-05,South,P008,CyberAudit Suite,122765.47,88391.14,2.7,74,110488.92,135042.02,Post-Q2 recovery driven by H2 seasonality
2027-05,South,P009,WorkflowPro,51624.32,34588.29,3.7,81,46461.89,56786.75,YoY growth trajectory maintained from 2025 H2
2027-05,South,P010,InsightDash,81851.15,51566.22,3.4,82,73666.04,90036.26,Enterprise contract renewals projected in Q3
2027-05,South,P011,APIGateway Pro,63952.28,44127.07,8.6,75,57557.05,70347.51,Holiday budget allocation expected to boost sales
2027-05,South,P012,BackupCloud Ultra,33369.25,23692.17,9.2,97,30032.33,36706.18,Marketing campaigns scheduled for Q4 2026
2027-05,East,P001,CloudSync Pro,65530.16,42594.6,13.1,76,58977.14,72083.18,Conservative estimate pending East region recovery
2027-05,East,P002,DataVault Enterprise,110535.23,68531.84,3.5,88,99481.71,121588.75,Conservative estimate pending East region recovery
2027-05,East,P003,NetShield Plus,40516.6,28361.62,5.2,84,36464.94,44568.26,Back-to-school and IT procurement cycle
2027-05,East,P004,AnalyticsEdge,100207.71,60124.63,8.5,89,90186.94,110228.48,Post-Q2 recovery driven by H2 seasonality
2027-05,East,P005,ConnectBridge,54647.56,37160.34,5.2,89,49182.8,60112.32,Optimistic estimate based on South expansion momentum
2027-05,East,P006,StorageMax HDD,204435.81,91996.11,10.5,75,183992.23,224879.39,Back-to-school and IT procurement cycle
2027-05,East,P007,ServerLink X1,284014.51,113605.8,9.9,94,255613.06,312415.96,Marketing campaigns scheduled for Q4 2026
2027-05,East,P008,CyberAudit Suite,101013.55,72729.76,13.5,79,90912.2,111114.91,Supplier delay resolved -- full inventory restored
2027-05,East,P009,WorkflowPro,47895.34,32089.88,2.7,82,43105.81,52684.87,Conservative estimate pending East region recovery
2027-05,East,P010,InsightDash,79261.85,49934.97,6.6,87,71335.67,87188.04,YoY growth trajectory maintained from 2025 H2
2027-05,East,P011,APIGateway Pro,58395.93,40293.19,6.2,96,52556.34,64235.52,Post-Q2 recovery driven by H2 seasonality
2027-05,East,P012,BackupCloud Ultra,29784.69,21147.13,5.8,90,26806.22,32763.16,Post-Q2 recovery driven by H2 seasonality
2027-05,West,P001,CloudSync Pro,70624.87,45906.17,9.7,85,63562.38,77687.36,Optimistic estimate based on South expansion momentum
2027-05,West,P002,DataVault Enterprise,120638.95,74796.15,10.8,83,108575.05,132702.85,Enterprise contract renewals projected in Q3
2027-05,West,P003,NetShield Plus,37603.45,26322.41,12.1,85,33843.1,41363.79,Post-Q2 recovery driven by H2 seasonality
2027-05,West,P004,AnalyticsEdge,87554.63,52532.78,11.2,84,78799.17,96310.09,YoY growth trajectory maintained from 2025 H2
2027-05,West,P005,ConnectBridge,53235.14,36199.9,5.4,86,47911.63,58558.65,Holiday budget allocation expected to boost sales
2027-05,West,P006,StorageMax HDD,196941.69,88623.76,13.2,74,177247.52,216635.86,Supplier delay resolved -- full inventory restored
2027-05,West,P007,ServerLink X1,294008.42,117603.37,7.8,74,264607.58,323409.26,Back-to-school and IT procurement cycle
2027-05,West,P008,CyberAudit Suite,93638.58,67419.78,9.2,81,84274.72,103002.44,Optimistic estimate based on South expansion momentum
2027-05,West,P009,WorkflowPro,42426.48,28425.74,3.2,83,38183.83,46669.13,Back-to-school and IT procurement cycle
2027-05,West,P010,InsightDash,82924.25,52242.28,8.6,78,74631.82,91216.68,Marketing campaigns scheduled for Q4 2026
2027-05,West,P011,APIGateway Pro,62171.06,42898.03,9.9,77,55953.95,68388.17,Optimistic estimate based on South expansion momentum
2027-05,West,P012,BackupCloud Ultra,32598.24,23144.75,6.0,81,29338.42,35858.06,Marketing campaigns scheduled for Q4 2026
2027-05,Central,P001,CloudSync Pro,67191.51,43674.48,8.5,77,60472.36,73910.66,YoY growth trajectory maintained from 2025 H2
2027-05,Central,P002,DataVault Enterprise,133084.2,82512.2,12.2,89,119775.78,146392.62,Holiday budget allocation expected to boost sales
2027-05,Central,P003,NetShield Plus,38517.28,26962.1,5.4,76,34665.55,42369.01,Holiday budget allocation expected to boost sales
2027-05,Central,P004,AnalyticsEdge,90236.53,54141.92,6.1,72,81212.88,99260.18,Post-Q2 recovery driven by H2 seasonality
2027-05,Central,P005,ConnectBridge,59159.48,40228.45,8.0,76,53243.53,65075.43,Holiday budget allocation expected to boost sales
2027-05,Central,P006,StorageMax HDD,196318.0,88343.1,6.5,79,176686.2,215949.8,Supplier delay resolved -- full inventory restored
2027-05,Central,P007,ServerLink X1,282782.7,113113.08,6.4,82,254504.43,311060.97,YoY growth trajectory maintained from 2025 H2
2027-05,Central,P008,CyberAudit Suite,105067.13,75648.33,12.7,90,94560.42,115573.84,Post-Q2 recovery driven by H2 seasonality
2027-05,Central,P009,WorkflowPro,41157.22,27575.34,12.5,90,37041.5,45272.94,Supplier delay resolved -- full inventory restored
2027-05,Central,P010,InsightDash,73910.16,46563.4,5.8,83,66519.14,81301.18,Marketing campaigns scheduled for Q4 2026
2027-05,Central,P011,APIGateway Pro,64327.85,44386.22,14.5,78,57895.07,70760.64,Back-to-school and IT procurement cycle
2027-05,Central,P012,BackupCloud Ultra,31128.51,22101.24,9.9,82,28015.66,34241.36,Optimistic estimate based on South expansion momentum
